Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2020,BLK-2024-100999,03/17/2024,03/18/2024,Scheduled Slot,CUST-10996,Ananya Agarwal,Regular Household,India,Bengaluru,Karnataka,159431,South,SNA-CH-47876,Snacks & Beverages,Chips & Namkeen,Haldiram's Aloo Bhujia 200g,170.83,3,0.15,8.0
2021,BLK-2024-100999,03/17/2024,03/18/2024,Scheduled Slot,CUST-10996,Ananya Agarwal,Regular Household,India,Bengaluru,Karnataka,415401,South,FRU-FR-48317,Fruits & Vegetables,Fresh Vegetables,Spinach Bunch 250g,98.94,1,0.3,-24.79
2022,BLK-2024-101000,05/21/2024,05/22/2024,Scheduled Slot,CUST-10405,Vivaan Banerjee,Regular Household,India,Bengaluru,Karnataka,474686,South,SNA-SO-94689,Snacks & Beverages,Soft Drinks & Juices,Sprite 750ml,110.8,1,0.0,10.28
2023,BLK-2024-101000,05/21/2024,05/22/2024,Scheduled Slot,CUST-10405,Vivaan Banerjee,Regular Household,India,Bengaluru,Karnataka,336971,South,SNA-CH-30581,Snacks & Beverages,Chips & Namkeen,Haldiram's Aloo Bhujia 200g,239.97,3,0.15,-9.0
2024,BLK-2024-101000,05/21/2024,05/22/2024,Scheduled Slot,CUST-10405,Vivaan Banerjee,Regular Household,India,Bengaluru,Karnataka,207469,South,PER-OR-33510,Personal Care,Oral & Bath Care,Lifebuoy Soap Pack of 3,542.86,1,0.4,-92.81
2025,BLK-2025-101001,10/03/2025,10/03/2025,Scheduled Slot,CUST-10695,Diya Joshi,Regular Household,India,Ahmedabad,Gujarat,287847,West,SNA-CH-94504,Snacks & Beverages,Chips & Namkeen,Haldiram's Aloo Bhujia 200g,363.23,2,0.0,71.52
2026,BLK-2025-101001,10/03/2025,10/03/2025,Scheduled Slot,CUST-10695,Diya Joshi,Regular Household,India,Ahmedabad,Gujarat,488620,West,SNA-SO-86431,Snacks & Beverages,Soft Drinks & Juices,Real Fruit Juice Mixed 1L,261.88,1,0.15,-0.37
2027,BLK-2025-101001,10/03/2025,10/03/2025,Scheduled Slot,CUST-10695,Diya Joshi,Regular Household,India,Ahmedabad,Gujarat,502874,West,FRU-FR-95191,Fruits & Vegetables,Fresh Vegetables,Onion 1kg,471.19,3,0.1,-56.34
2028,BLK-2025-101001,10/03/2025,10/03/2025,Scheduled Slot,CUST-10695,Diya Joshi,Regular Household,India,Ahmedabad,Gujarat,528383,West,DAI-MI-53924,Dairy & Breakfast,Milk & Curd,Amul Taaza 1L,211.6,1,0.2,-37.58
2029,BLK-2024-101002,02/15/2024,02/16/2024,Scheduled Slot,CUST-10645,Karan Banerjee,Regular Household,India,Vadodara,Gujarat,261761,West,BAB-BA-33792,Baby Care,Baby Food,Nestle Lactogen 1 400g,487.31,1,0.2,-4.44
2030,BLK-2024-101002,02/15/2024,02/16/2024,Scheduled Slot,CUST-10645,Karan Banerjee,Regular Household,India,Vadodara,Gujarat,284106,West,BAB-DI-32700,Baby Care,Diapers & Wipes,Huggies Wonder Pants L (36pc),1536.68,4,0.15,-6.43
2031,BLK-2024-101002,02/15/2024,02/16/2024,Scheduled Slot,CUST-10645,Karan Banerjee,Regular Household,India,Vadodara,Gujarat,506170,West,FRU-FR-57237,Fruits & Vegetables,Fresh Fruits,Banana 1 Dozen,289.72,1,0.05,-2.79
2032,BLK-2024-101003,03/10/2024,03/11/2024,Scheduled Slot,CUST-10176,Ananya Nair,Working Professional,India,Pune,Maharashtra,279336,West,FRU-FR-23893,Fruits & Vegetables,Fresh Vegetables,Spinach Bunch 250g,125.08,2,0.0,-3.06
2033,BLK-2024-101003,03/10/2024,03/11/2024,Scheduled Slot,CUST-10176,Ananya Nair,Working Professional,India,Pune,Maharashtra,326335,West,DAI-BR-87250,Dairy & Breakfast,Bread & Eggs,Modern Bread 400g,171.85,1,0.0,10.45
2034,BLK-2024-101003,03/10/2024,03/11/2024,Scheduled Slot,CUST-10176,Ananya Nair,Working Professional,India,Pune,Maharashtra,197677,West,GRO-AT-72285,Grocery & Staples,"Atta, Rice & Dals",Daawat Rozana Rice 5kg,184.28,2,0.0,18.42
2035,BLK-2024-101004,10/18/2024,10/18/2024,Scheduled Slot,CUST-10722,Reyansh Sharma,Working Professional,India,Mumbai,Maharashtra,233341,West,GRO-MA-13751,Grocery & Staples,Masala & Spices,Everest Chicken Masala 100g,930.77,3,0.0,140.18
2036,BLK-2024-101005,08/22/2024,08/22/2024,Express (30-60 min),CUST-11111,Vivaan Nair,Regular Household,India,Gurugram,Delhi,482478,North,SNA-SO-75036,Snacks & Beverages,Soft Drinks & Juices,Sprite 750ml,312.12,2,0.0,41.88
2037,BLK-2024-101005,08/22/2024,08/22/2024,Express (30-60 min),CUST-11111,Vivaan Nair,Regular Household,India,Gurugram,Delhi,420602,North,FRU-FR-68194,Fruits & Vegetables,Fresh Fruits,Apple Shimla 1kg,87.36,2,0.0,-2.56
2038,BLK-2025-101006,09/18/2025,09/19/2025,Scheduled Slot,CUST-11782,Fatima Patel,Working Professional,India,Mumbai,Maharashtra,460111,West,FRU-FR-13636,Fruits & Vegetables,Fresh Vegetables,Spinach Bunch 250g,95.07,3,0.2,-17.69
2039,BLK-2023-101007,08/07/2023,08/07/2023,Scheduled Slot,CUST-10789,Arjun Agarwal,Working Professional,India,Mumbai,Maharashtra,470920,West,HOM-CL-68361,Home & Cleaning,Cleaning Supplies,Colin Glass Cleaner 500ml,1991.93,5,0.05,351.13
2040,BLK-2023-101007,08/07/2023,08/07/2023,Scheduled Slot,CUST-10789,Arjun Agarwal,Working Professional,India,Mumbai,Maharashtra,374924,West,PER-OR-92536,Personal Care,Oral & Bath Care,Colgate Strong Teeth 200g,503.76,1,0.2,16.87
2041,BLK-2024-101008,11/04/2024,11/04/2024,Instant (10-15 min),CUST-10899,Neha Joshi,Working Professional,India,Kochi,Kerala,541378,South,GRO-MA-87025,Grocery & Staples,Masala & Spices,Catch Turmeric Powder 200g,454.3,2,0.0,51.64
2042,BLK-2024-101009,05/17/2024,05/17/2024,Instant (10-15 min),CUST-11696,Fatima Singh,Bulk/Office Buyer,India,Hyderabad,Telangana,116130,South,PER-OR-68910,Personal Care,Oral & Bath Care,Colgate Strong Teeth 200g,814.12,4,0.05,86.31
2043,BLK-2024-101009,05/17/2024,05/17/2024,Instant (10-15 min),CUST-11696,Fatima Singh,Bulk/Office Buyer,India,Hyderabad,Telangana,150184,South,PER-SK-65156,Personal Care,Skin & Hair Care,Dove Shampoo 340ml,145.53,1,0.15,12.66
2044,BLK-2024-101010,05/28/2024,05/28/2024,Instant (10-15 min),CUST-10267,Rajesh Singh,Regular Household,India,Bhubaneswar,Odisha,383282,East,SNA-CH-60199,Snacks & Beverages,Chips & Namkeen,Kurkure Masala Munch 90g,116.45,2,0.0,21.61
2045,BLK-2024-101010,05/28/2024,05/28/2024,Instant (10-15 min),CUST-10267,Rajesh Singh,Regular Household,India,Bhubaneswar,Odisha,309237,East,DAI-BR-33948,Dairy & Breakfast,Bread & Eggs,Modern Bread 400g,158.73,1,0.0,10.08
2046,BLK-2024-101011,06/28/2024,06/28/2024,Express (30-60 min),CUST-10513,Vihaan Patel,Regular Household,India,Noida,Delhi,536538,North,DAI-MI-15233,Dairy & Breakfast,Milk & Curd,Nandini Milk 500ml,138.45,1,0.05,0.78
2047,BLK-2024-101011,06/28/2024,06/28/2024,Express (30-60 min),CUST-10513,Vihaan Patel,Regular Household,India,Noida,Delhi,368067,North,SNA-SO-39817,Snacks & Beverages,Soft Drinks & Juices,Tropicana Orange 1L,159.51,1,0.0,16.66
2048,BLK-2024-101011,06/28/2024,06/28/2024,Express (30-60 min),CUST-10513,Vihaan Patel,Regular Household,India,Noida,Delhi,186609,North,PER-OR-68133,Personal Care,Oral & Bath Care,Lifebuoy Soap Pack of 3,122.63,1,0.0,29.53
2049,BLK-2023-101012,11/28/2023,11/28/2023,Instant (10-15 min),CUST-10769,Sneha Agarwal,Regular Household,India,Ranchi,Jharkhand,328231,East,GRO-ED-91100,Grocery & Staples,Edible Oils & Ghee,Saffola Gold Oil 1L,1309.09,2,0.1,-61.73
2050,BLK-2023-101012,11/28/2023,11/28/2023,Instant (10-15 min),CUST-10769,Sneha Agarwal,Regular Household,India,Ranchi,Jharkhand,209279,East,GRO-MA-63570,Grocery & Staples,Masala & Spices,Everest Chicken Masala 100g,876.3,3,0.0,150.26
2051,BLK-2023-101012,11/28/2023,11/28/2023,Instant (10-15 min),CUST-10769,Sneha Agarwal,Regular Household,India,Ranchi,Jharkhand,193413,East,GRO-AT-19574,Grocery & Staples,"Atta, Rice & Dals",Fortune Chakki Atta 10kg,185.33,1,0.3,-29.46
2052,BLK-2023-101013,11/01/2023,11/01/2023,Instant (10-15 min),CUST-10127,Anjali Gupta,Regular Household,India,Mysuru,Karnataka,449294,South,SNA-CH-65754,Snacks & Beverages,Chips & Namkeen,Lay's Classic Salted 52g,236.11,1,0.15,3.06
2053,BLK-2025-101014,11/06/2025,11/06/2025,Instant (10-15 min),CUST-10912,Mohammed Pillai,Bulk/Office Buyer,India,Jaipur,Rajasthan,136486,North,DAI-MI-97928,Dairy & Breakfast,Milk & Curd,Nandini Milk 500ml,302.59,2,0.2,-35.88
2054,BLK-2025-101015,11/09/2025,11/10/2025,Scheduled Slot,CUST-10071,Ananya Nair,Working Professional,India,Pune,Maharashtra,341556,West,GRO-ED-33131,Grocery & Staples,Edible Oils & Ghee,Saffola Gold Oil 1L,2537.61,4,0.15,-292.23
2055,BLK-2025-101015,11/09/2025,11/10/2025,Scheduled Slot,CUST-10071,Ananya Nair,Working Professional,India,Pune,Maharashtra,413290,West,GRO-AT-86384,Grocery & Staples,"Atta, Rice & Dals",Tata Sampann Chana Dal 1kg,458.11,1,0.15,-22.97
2056,BLK-2024-101016,03/30/2024,03/30/2024,Scheduled Slot,CUST-11250,Priya Verma,Regular Household,India,Kochi,Kerala,498654,South,BAB-DI-83241,Baby Care,Diapers & Wipes,Huggies Wonder Pants L (36pc),825.48,1,0.0,83.48
2057,BLK-2024-101016,03/30/2024,03/30/2024,Scheduled Slot,CUST-11250,Priya Verma,Regular Household,India,Kochi,Kerala,393281,South,BAB-BA-56971,Baby Care,Baby Food,Cerelac Wheat 300g,327.62,2,0.2,-8.14
2058,BLK-2023-101017,06/17/2023,06/17/2023,Instant (10-15 min),CUST-11676,Arjun Malhotra,Working Professional,India,Chennai,Tamil Nadu,428422,South,BAB-DI-86642,Baby Care,Diapers & Wipes,Mee Mee Baby Wipes 72pc,1394.27,4,0.1,45.85
2059,BLK-2023-101017,06/17/2023,06/17/2023,Instant (10-15 min),CUST-11676,Arjun Malhotra,Working Professional,India,Chennai,Tamil Nadu,421862,South,BAB-BA-90862,Baby Care,Baby Food,Nestle Lactogen 1 400g,111.55,1,0.3,-8.36
2060,BLK-2025-101018,04/08/2025,04/08/2025,Instant (10-15 min),CUST-11238,Rahul Singh,Regular Household,India,Noida,Delhi,560349,North,SNA-CH-30168,Snacks & Beverages,Chips & Namkeen,Lay's Classic Salted 52g,95.26,2,0.1,1.27
2061,BLK-2024-101019,03/02/2024,03/02/2024,Scheduled Slot,CUST-11596,Anjali Singh,Regular Household,India,New Delhi,Delhi,212609,North,SNA-CH-25625,Snacks & Beverages,Chips & Namkeen,Kurkure Masala Munch 90g,211.18,2,0.0,42.28
2062,BLK-2024-101019,03/02/2024,03/02/2024,Scheduled Slot,CUST-11596,Anjali Singh,Regular Household,India,New Delhi,Delhi,144275,North,DAI-MI-66949,Dairy & Breakfast,Milk & Curd,Amul Taaza 1L,360.78,2,0.3,-58.05
2063,BLK-2024-101019,03/02/2024,03/02/2024,Scheduled Slot,CUST-11596,Anjali Singh,Regular Household,India,New Delhi,Delhi,316653,North,GRO-ED-53177,Grocery & Staples,Edible Oils & Ghee,Amul Ghee 1L,485.17,1,0.15,-30.74
2064,BLK-2024-101019,03/02/2024,03/02/2024,Scheduled Slot,CUST-11596,Anjali Singh,Regular Household,India,New Delhi,Delhi,369082,North,DAI-MI-43452,Dairy & Breakfast,Milk & Curd,Amul Toned Milk 1L,219.16,2,0.05,1.22
2065,BLK-2025-101020,11/08/2025,11/08/2025,Instant (10-15 min),CUST-11276,Rohan Singh,Regular Household,India,Mumbai,Maharashtra,124163,West,FRU-FR-20515,Fruits & Vegetables,Fresh Fruits,Pomegranate 1kg,291.67,2,0.05,-29.11
2066,BLK-2023-101021,12/29/2023,12/29/2023,Instant (10-15 min),CUST-10964,Ishaan Rao,Regular Household,India,New Delhi,Delhi,143119,North,GRO-MA-69291,Grocery & Staples,Masala & Spices,Everest Chicken Masala 100g,578.24,2,0.0,88.9
2067,BLK-2024-101022,06/05/2024,06/05/2024,Instant (10-15 min),CUST-11374,Riya Rao,Working Professional,India,Bengaluru,Karnataka,504276,South,GRO-ED-39439,Grocery & Staples,Edible Oils & Ghee,Dhara Refined Oil 1L,2442.05,3,0.0,116.9
2068,BLK-2024-101022,06/05/2024,06/05/2024,Instant (10-15 min),CUST-11374,Riya Rao,Working Professional,India,Bengaluru,Karnataka,197098,South,SNA-SO-21758,Snacks & Beverages,Soft Drinks & Juices,Real Fruit Juice Mixed 1L,216.99,2,0.0,18.57
2069,BLK-2024-101022,06/05/2024,06/05/2024,Instant (10-15 min),CUST-11374,Riya Rao,Working Professional,India,Bengaluru,Karnataka,582662,South,FRU-FR-21586,Fruits & Vegetables,Fresh Vegetables,Tomato 1kg,146.04,1,0.1,-11.93
2070,BLK-2024-101023,06/22/2024,06/22/2024,Scheduled Slot,CUST-10091,Neha Chopra,Working Professional,India,Hyderabad,Telangana,320320,South,GRO-ED-92774,Grocery & Staples,Edible Oils & Ghee,Dhara Refined Oil 1L,1701.33,2,0.0,105.42
2071,BLK-2024-101023,06/22/2024,06/22/2024,Scheduled Slot,CUST-10091,Neha Chopra,Working Professional,India,Hyderabad,Telangana,116437,South,GRO-MA-45425,Grocery & Staples,Masala & Spices,MDH Garam Masala 100g,45.09,1,0.05,4.91
2072,BLK-2024-101023,06/22/2024,06/22/2024,Scheduled Slot,CUST-10091,Neha Chopra,Working Professional,India,Hyderabad,Telangana,357999,South,GRO-AT-11801,Grocery & Staples,"Atta, Rice & Dals",Daawat Rozana Rice 5kg,918.77,2,0.0,100.42
2073,BLK-2024-101023,06/22/2024,06/22/2024,Scheduled Slot,CUST-10091,Neha Chopra,Working Professional,India,Hyderabad,Telangana,210741,South,FRU-FR-33588,Fruits & Vegetables,Fresh Vegetables,Onion 1kg,412.95,5,0.05,-30.23
2074,BLK-2025-101024,07/14/2025,07/15/2025,Scheduled Slot,CUST-11434,Zoya Kumar,Working Professional,India,Noida,Delhi,381920,North,GRO-AT-32903,Grocery & Staples,"Atta, Rice & Dals",Tata Sampann Toor Dal 1kg,3227.7,5,0.1,-17.18
2075,BLK-2025-101024,07/14/2025,07/15/2025,Scheduled Slot,CUST-11434,Zoya Kumar,Working Professional,India,Noida,Delhi,587355,North,FRU-FR-31789,Fruits & Vegetables,Fresh Vegetables,Mixed Vegetable Combo 2kg,22.29,1,0.05,-0.34
2076,BLK-2025-101024,07/14/2025,07/15/2025,Scheduled Slot,CUST-11434,Zoya Kumar,Working Professional,India,Noida,Delhi,405170,North,FRU-FR-81894,Fruits & Vegetables,Fresh Fruits,Papaya 1pc,130.2,1,0.05,-12.09
2077,BLK-2024-101025,04/30/2024,04/30/2024,Instant (10-15 min),CUST-11617,Suresh Mehta,Regular Household,India,Chennai,Tamil Nadu,245243,South,GRO-MA-88140,Grocery & Staples,Masala & Spices,Everest Chicken Masala 100g,108.68,2,0.3,-14.97
2078,BLK-2024-101025,04/30/2024,04/30/2024,Instant (10-15 min),CUST-11617,Suresh Mehta,Regular Household,India,Chennai,Tamil Nadu,307102,South,SNA-CH-58322,Snacks & Beverages,Chips & Namkeen,Bikaji Bhujia 200g,244.03,1,0.2,2.86
2079,BLK-2024-101025,04/30/2024,04/30/2024,Instant (10-15 min),CUST-11617,Suresh Mehta,Regular Household,India,Chennai,Tamil Nadu,240769,South,DAI-BR-86937,Dairy & Breakfast,Bread & Eggs,Farm Eggs 12pc,890.79,5,0.1,-53.6
2080,BLK-2024-101026,05/16/2024,05/16/2024,Express (30-60 min),CUST-11060,Mohammed Rao,Working Professional,India,Pune,Maharashtra,508332,West,SNA-CH-58998,Snacks & Beverages,Chips & Namkeen,Lay's Classic Salted 52g,205.55,1,0.0,44.62
2081,BLK-2024-101026,05/16/2024,05/16/2024,Express (30-60 min),CUST-11060,Mohammed Rao,Working Professional,India,Pune,Maharashtra,278260,West,SNA-SO-25641,Snacks & Beverages,Soft Drinks & Juices,Tropicana Orange 1L,91.44,1,0.0,16.19
2082,BLK-2024-101026,05/16/2024,05/16/2024,Express (30-60 min),CUST-11060,Mohammed Rao,Working Professional,India,Pune,Maharashtra,563637,West,FRU-FR-48111,Fruits & Vegetables,Fresh Vegetables,Mixed Vegetable Combo 2kg,53.98,2,0.0,-2.33
2083,BLK-2025-101027,02/25/2025,02/25/2025,Instant (10-15 min),CUST-11135,Diya Reddy,Working Professional,India,Nagpur,Maharashtra,206476,West,BAB-DI-73607,Baby Care,Diapers & Wipes,Mee Mee Baby Wipes 72pc,7232.57,5,0.1,-53.27
2084,BLK-2025-101027,02/25/2025,02/25/2025,Instant (10-15 min),CUST-11135,Diya Reddy,Working Professional,India,Nagpur,Maharashtra,442316,West,BAB-BA-37048,Baby Care,Baby Food,Nestle Lactogen 1 400g,751.22,2,0.1,24.6
2085,BLK-2025-101028,03/09/2025,03/09/2025,Express (30-60 min),CUST-10030,Tanvi Malhotra,Regular Household,India,Pune,Maharashtra,130290,West,GRO-ED-18967,Grocery & Staples,Edible Oils & Ghee,Fortune Sunflower Oil 1L,844.86,1,0.1,-47.57
2086,BLK-2025-101028,03/09/2025,03/09/2025,Express (30-60 min),CUST-10030,Tanvi Malhotra,Regular Household,India,Pune,Maharashtra,157176,West,DAI-BR-61513,Dairy & Breakfast,Bread & Eggs,Farm Eggs 12pc,582.62,5,0.1,-58.46
2087,BLK-2023-101029,12/21/2023,12/21/2023,Express (30-60 min),CUST-11284,Kavya Pillai,Bulk/Office Buyer,India,Hyderabad,Telangana,350255,South,GRO-AT-40750,Grocery & Staples,"Atta, Rice & Dals",India Gate Basmati Rice 5kg,452.46,1,0.0,45.94
2088,BLK-2023-101029,12/21/2023,12/21/2023,Express (30-60 min),CUST-11284,Kavya Pillai,Bulk/Office Buyer,India,Hyderabad,Telangana,195194,South,GRO-MA-39279,Grocery & Staples,Masala & Spices,Everest Chicken Masala 100g,1349.23,4,0.3,-126.38
2089,BLK-2023-101029,12/21/2023,12/21/2023,Express (30-60 min),CUST-11284,Kavya Pillai,Bulk/Office Buyer,India,Hyderabad,Telangana,418323,South,GRO-ED-95366,Grocery & Staples,Edible Oils & Ghee,Patanjali Mustard Oil 1L,2434.71,3,0.1,-127.67
2090,BLK-2023-101029,12/21/2023,12/21/2023,Express (30-60 min),CUST-11284,Kavya Pillai,Bulk/Office Buyer,India,Hyderabad,Telangana,156972,South,FRU-FR-39162,Fruits & Vegetables,Fresh Vegetables,Onion 1kg,276.41,2,0.15,-41.41
2091,BLK-2023-101030,07/30/2023,07/30/2023,Instant (10-15 min),CUST-10382,Aadhya Khan,Working Professional,India,Chennai,Tamil Nadu,230903,South,DAI-MI-49269,Dairy & Breakfast,Milk & Curd,Amul Toned Milk 1L,354.28,3,0.0,14.54
2092,BLK-2025-101031,10/04/2025,10/04/2025,Instant (10-15 min),CUST-11069,Amit Nair,Regular Household,India,New Delhi,Delhi,459596,North,DAI-BR-56520,Dairy & Breakfast,Bread & Eggs,Farm Eggs 12pc,227.36,2,0.2,-24.14
2093,BLK-2025-101031,10/04/2025,10/04/2025,Instant (10-15 min),CUST-11069,Amit Nair,Regular Household,India,New Delhi,Delhi,343420,North,DAI-MI-77301,Dairy & Breakfast,Milk & Curd,Nandini Milk 500ml,205.58,2,0.1,-13.63
2094,BLK-2024-101032,06/09/2024,06/09/2024,Express (30-60 min),CUST-10579,Kavya Reddy,Bulk/Office Buyer,India,Bengaluru,Karnataka,314466,South,SNA-SO-63460,Snacks & Beverages,Soft Drinks & Juices,Coca-Cola 750ml,98.16,2,0.15,-7.48
2095,BLK-2024-101032,06/09/2024,06/09/2024,Express (30-60 min),CUST-10579,Kavya Reddy,Bulk/Office Buyer,India,Bengaluru,Karnataka,192547,South,FRU-FR-70402,Fruits & Vegetables,Fresh Vegetables,Spinach Bunch 250g,376.28,3,0.1,-55.12
2096,BLK-2024-101032,06/09/2024,06/09/2024,Express (30-60 min),CUST-10579,Kavya Reddy,Bulk/Office Buyer,India,Bengaluru,Karnataka,504546,South,DAI-BR-39904,Dairy & Breakfast,Bread & Eggs,Modern Bread 400g,196.34,2,0.0,11.02
2097,BLK-2025-101033,07/10/2025,07/11/2025,Scheduled Slot,CUST-10465,Amit Chopra,Working Professional,India,Gurugram,Delhi,341637,North,DAI-MI-14742,Dairy & Breakfast,Milk & Curd,Amul Taaza 1L,132.65,1,0.15,-15.31
2098,BLK-2025-101033,07/10/2025,07/11/2025,Scheduled Slot,CUST-10465,Amit Chopra,Working Professional,India,Gurugram,Delhi,317537,North,GRO-AT-88754,Grocery & Staples,"Atta, Rice & Dals",Tata Sampann Chana Dal 1kg,181.67,1,0.1,-1.84
2099,BLK-2025-101033,07/10/2025,07/11/2025,Scheduled Slot,CUST-10465,Amit Chopra,Working Professional,India,Gurugram,Delhi,442050,North,DAI-BR-96149,Dairy & Breakfast,Bread & Eggs,Modern Bread 400g,496.21,3,0.0,12.06
2100,BLK-2023-101034,05/31/2023,05/31/2023,Express (30-60 min),CUST-11758,Krishna Pillai,Regular Household,India,Bengaluru,Karnataka,245689,South,HOM-CL-80934,Home & Cleaning,Cleaning Supplies,Surf Excel 1kg,2380.36,4,0.0,504.84
2101,BLK-2023-101034,05/31/2023,05/31/2023,Express (30-60 min),CUST-11758,Krishna Pillai,Regular Household,India,Bengaluru,Karnataka,428404,South,PER-SK-59710,Personal Care,Skin & Hair Care,Himalaya Face Wash 100ml,743.69,1,0.0,137.08
2102,BLK-2023-101034,05/31/2023,05/31/2023,Express (30-60 min),CUST-11758,Krishna Pillai,Regular Household,India,Bengaluru,Karnataka,351111,South,PER-OR-71437,Personal Care,Oral & Bath Care,Colgate Strong Teeth 200g,536.59,3,0.0,142.32
2103,BLK-2023-101034,05/31/2023,05/31/2023,Express (30-60 min),CUST-11758,Krishna Pillai,Regular Household,India,Bengaluru,Karnataka,325871,South,FRU-FR-25081,Fruits & Vegetables,Fresh Fruits,Mango Alphonso 1kg,52.99,2,0.05,-4.3
2104,BLK-2023-101035,05/03/2023,05/03/2023,Instant (10-15 min),CUST-10720,Fatima Joshi,Working Professional,India,Noida,Delhi,260185,North,GRO-ED-39906,Grocery & Staples,Edible Oils & Ghee,Patanjali Mustard Oil 1L,1933.32,4,0.0,165.43
2105,BLK-2023-101035,05/03/2023,05/03/2023,Instant (10-15 min),CUST-10720,Fatima Joshi,Working Professional,India,Noida,Delhi,121534,North,FRU-FR-79637,Fruits & Vegetables,Fresh Vegetables,Mixed Vegetable Combo 2kg,150.1,1,0.0,-2.08
2106,BLK-2025-101036,08/09/2025,08/09/2025,Express (30-60 min),CUST-11175,Amit Khan,Regular Household,India,Chennai,Tamil Nadu,177212,South,HOM-CL-76132,Home & Cleaning,Cleaning Supplies,Vim Dishwash Gel 750ml,477.93,2,0.15,-22.46
2107,BLK-2025-101036,08/09/2025,08/09/2025,Express (30-60 min),CUST-11175,Amit Khan,Regular Household,India,Chennai,Tamil Nadu,545720,South,PER-SK-78150,Personal Care,Skin & Hair Care,Dove Shampoo 340ml,2667.99,3,0.0,698.71
2108,BLK-2023-101037,05/09/2023,05/09/2023,Express (30-60 min),CUST-11784,Mohammed Kumar,Regular Household,India,Kolkata,West Bengal,202851,East,DAI-MI-48805,Dairy & Breakfast,Milk & Curd,Mother Dairy Curd 400g,222.49,2,0.4,-59.19
2109,BLK-2024-101038,02/09/2024,02/09/2024,Instant (10-15 min),CUST-11786,Priya Reddy,Regular Household,India,Mumbai,Maharashtra,382188,West,DAI-MI-59319,Dairy & Breakfast,Milk & Curd,Amul Taaza 1L,77.88,1,0.2,-8.82
2110,BLK-2024-101038,02/09/2024,02/09/2024,Instant (10-15 min),CUST-11786,Priya Reddy,Regular Household,India,Mumbai,Maharashtra,210718,West,DAI-BR-42681,Dairy & Breakfast,Bread & Eggs,Modern Bread 400g,157.24,1,0.0,10.95
2111,BLK-2023-101039,06/29/2023,06/29/2023,Scheduled Slot,CUST-10174,Ishaan Singh,Working Professional,India,Noida,Delhi,454700,North,PER-OR-80835,Personal Care,Oral & Bath Care,Lifebuoy Soap Pack of 3,2050.9,5,0.0,291.65
2112,BLK-2023-101039,06/29/2023,06/29/2023,Scheduled Slot,CUST-10174,Ishaan Singh,Working Professional,India,Noida,Delhi,135017,North,DAI-BR-26735,Dairy & Breakfast,Bread & Eggs,Farm Eggs 6pc,143.75,2,0.1,-7.54
2113,BLK-2025-101040,02/16/2025,02/16/2025,Instant (10-15 min),CUST-11191,Tanvi Iyer,Regular Household,India,Chennai,Tamil Nadu,489319,South,SNA-CH-89674,Snacks & Beverages,Chips & Namkeen,Kurkure Masala Munch 90g,71.5,3,0.1,0.18
2114,BLK-2025-101040,02/16/2025,02/16/2025,Instant (10-15 min),CUST-11191,Tanvi Iyer,Regular Household,India,Chennai,Tamil Nadu,346395,South,SNA-SO-89786,Snacks & Beverages,Soft Drinks & Juices,Tropicana Orange 1L,240.61,2,0.1,7.57
2115,BLK-2024-101041,06/20/2024,06/20/2024,Instant (10-15 min),CUST-11623,Mohammed Verma,Regular Household,India,Mumbai,Maharashtra,531940,West,DAI-MI-31580,Dairy & Breakfast,Milk & Curd,Amul Toned Milk 1L,409.66,3,0.1,-20.55
2116,BLK-2024-101041,06/20/2024,06/20/2024,Instant (10-15 min),CUST-11623,Mohammed Verma,Regular Household,India,Mumbai,Maharashtra,309870,West,SNA-SO-23427,Snacks & Beverages,Soft Drinks & Juices,Sprite 750ml,236.16,2,0.05,15.08
2117,BLK-2025-101042,05/21/2025,05/21/2025,Express (30-60 min),CUST-10050,Imran Singh,Regular Household,India,Chandigarh,Punjab,268506,North,DAI-MI-75107,Dairy & Breakfast,Milk & Curd,Amul Toned Milk 1L,353.54,3,0.0,20.08
2118,BLK-2025-101043,09/24/2025,09/24/2025,Instant (10-15 min),CUST-11702,Kavya Iyer,Working Professional,India,New Delhi,Delhi,202500,North,GRO-ED-98304,Grocery & Staples,Edible Oils & Ghee,Saffola Gold Oil 1L,841.88,1,0.05,-16.23
2119,BLK-2025-101044,11/01/2025,11/01/2025,Instant (10-15 min),CUST-10769,Sneha Agarwal,Regular Household,India,Ranchi,Jharkhand,161082,East,FRU-FR-79355,Fruits & Vegetables,Fresh Vegetables,Tomato 1kg,887.84,4,0.0,-31.79
2120,BLK-2025-101044,11/01/2025,11/01/2025,Instant (10-15 min),CUST-10769,Sneha Agarwal,Regular Household,India,Ranchi,Jharkhand,366844,East,SNA-CH-18746,Snacks & Beverages,Chips & Namkeen,Kurkure Masala Munch 90g,164.56,3,0.3,-18.98
2121,BLK-2024-101045,07/06/2024,07/06/2024,Instant (10-15 min),CUST-10768,Krishna Gupta,Regular Household,India,Bengaluru,Karnataka,320414,South,GRO-ED-89236,Grocery & Staples,Edible Oils & Ghee,Amul Ghee 1L,2075.34,4,0.15,-146.74
